"wp_product_id","name","wp_event_id","price","stock_qty","sold_count"
"779332","25.01.26 Acces","779323","40","142","8"
"779337","25.01.26 Oferta Grup","779323","35","143","7"
"779704","10.01.26 Last minute","744957","90","92","0"
"779905","10.01.26 Acces","779895","20","237","13"
"779931","Categoria I","779928","60",,"130"
"779937","Categoria II","779928","50",,"173"
"779938","Categoria III","779928","40",,"132"
"779978","Categ.III","779971","40",,"148"
"779986","Categ.II","779971","50",,"209"
"779989","Categ.I","779971","60",,"125"
"780308","23.01.26 Acces","780299","80",,"57"
"780342","21.02.26 Acces","780338","70","11","139"
"780490","Acces duminica 11.01.26","682161","45","100","0"
"780511","Acces duminica 25.01.26","683720","45","96","4"
"780672","Categoria III","782603","40",,"83"
"781258","Acces sambata 31.01.26","694576","45","100","0"
"781273","Acces sambata 14.02.26","781259","45",,"3"
"781508","15.01.26 Acces General","781625","70","144","6"
"781528","15.01.26 Acces VIP","781625","90","95","5"
"781653","21.01.26 Presale cu loc la masa","781598","59","90","20"
"782240","Taxă de participare - FEMEI","782231","119","0","31"
"782244","Taxă de participare - BARBATI","782231","119","0","14"
"782251","After Party - FEMEI","782231","49","30","5"
"782283","After Party - BARBATI","782231","49","25","5"
"782360","29.01.26 Earlybird","782351","40","0","20"
"782369","29.01.26 General","782351","50","31","59"
"782382","29.01.26 Late Bird","782351","70","3","30"
"782634","Categoria I","782603","60",,"126"
"782938","30.01.26 Presale","782935","100","96","27"
"782939","30.01.26 Acces","782935","120",,"3"
"783186","Categ.III","783175","30",,"31"
"783192","Categ.II","783175","40",,"100"
"783193","Categ.I","783175","50",,"225"
"783245","Acces duminica 31.01.26","783237","45",,"7"
"783399","24.01.26 Last Minute","783364","35","30","0"
"783417","Categ.III","783403","40",,"65"
"783418","Categ.II","783403","50",,"207"
"783420","Categ.I","783403","60",,"125"
"783426","Categ.III","783405","30",,"32"
"783427","Categ.II","783405","40",,"112"
"783428","Categ.I","783405","50",,"222"
"783468","Categoria III","783462","40",,"40"
"783474","Categoria II","783462","50",,"203"
"783475","Categoria I","783462","60",,"118"
"784054","Categoria III","784048","40",,"8"
"784058","Categoria II","784048","50",,"112"
"784061","Categoria I","784048","60",,"123"
"784075","Categ.III","783565","40",,"45"
"784085","Categ.II","783565","50",,"202"
"784094","Categ.I","783565","60",,"126"
"784110","Categoria III","783578","30",,"2"
"784111","Categoria II","783578","40",,"47"
"784112","Categoria I","783578","50",,"80"
"784183","31.10.26 Acces","784159","50",,"0"
"785626","Categ.III","785621","100",,"103"
"785627","Categ.II","785621","120",,"163"
"785628","Categ.I","785621","150",,"71"
"785669","30.01.26 Acces","785651","70",,"40"
"785703","Cat.II","785681","50",,"200"
"785749","29.01.26 Presale","785736","50","25","55"
"785763","29.01.26 Acces","785736","70","38","12"
"785784","Acces duminica 25.01.26","785778","45","47","3"
"785823","01.02.26 Acces","785812","30",,"33"
"785827","01.02.26 Oferta grup 4 persoane","785812","25",,"48"
"785978","05.02.26 Presale Etaj","785973","50","0","54"
"786368","12.02.26 Acces","786325","50",,"144"
"786596","29.01.26 Acces","786592","60",,"61"
"786797","24.01.26 Presale","786786","75","0","0"
"786803","24.01.26 Acces","786786","90","0","0"
"787048","Bilet o zi - 24.01.26","698920","100",,"37"
"787381","05.02.26 Presale Parter","785973","70","0","40"
"787390","05.02.26 Acces","785973","80","0","4"
"787534","31.01.26 Presale","787530","65","10","0"
"787544","31.01.26 Acces","787530","75","20","0"
"787600","Categ.III","787589","70",,"70"
"787613","Categ.II","787589","90",,"116"
"787614","Categ.I","787589","110",,"69"
"787950","13.02.26 Acces","787939","70","391","9"
"787957","28.02.26 Acces","787935","70","146","4"
"788322","22.01.26 Acces","788310","65",,"19"
"788354","22.09.25 Presale","788310","49",,"0"
"788412","22.02.26 Acces","788397","40","46","14"
"788419","22.02.26 Oferta grup","788397","35","56","4"
"788554","14.02.26 Presale","788545","60","0","58"
"788555","14.02.26 Normal acces","788545","80","11","70"
"789016","21.02.26 Presale","789010","70","0","20"
"789160","25.01.26 Presale","789152","100","47","3"
"789161","25.01.26 Acces","789152","130","50","0"
"790105","21.02.26 Acces","789010","90","0","130"
"790133","Categoria III","790125","100",,"62"
"790134","Categoria II","790125","130",,"76"
"790135","Categoria I","790125","150",,"61"
"790168","13.02.26 Presale","790157","39",,"87"
"790169","13.02.26 Acces","790157","50",,"15"
"791349","31.01.26 Acces","791341","50",,"18"
"791394","07.02.26 Acces","791378","60",,"60"
"791445","20.02.26 Acces","791424","69","20","30"
"791451","21.02.26 Acces","791447","69","14","46"
"791512","30.01.26 Acces","791493","60","49","1"
"791685","Cat.I","785681","60",,"110"
"791686","Cat.III","785681","40",,"33"
"791696","Categoria III","774495","40",,"24"
"791697","Categoria I","774495","60",,"117"
"791749","07.02.26 Acces","791743","80","43","7"
"791783","05.02.26 Acces","791768","100",,"23"
"791800","06.02.26 Acces","791784","100",,"10"
"791810","07.02.26 Acces","791801","100","0","50"
"792074","29.01.26 Presale","792059","55","0","41"
"792590","Acces Copii sambata 24.01.26","792561","60","15","0"
"792594","Acces Adulti sambata 24.01.26","792561","35","10","0"
"792618","Acces Copii sambata 31.01.26","792606","60","13","2"
"792619","Acces Adulti sambata 31.01.26","792606","35","7","3"
"792695","04.02.26 Acces","792673","50","3","117"
"792763","26.02.26 Presale","792748","40","16","34"
"792764","26.02.26 Acces","792748","60","129","1"
"792786","30.01.26 bilet promotie","792767","15","46","4"
"792812","30.01.26 acces","792767","30","195","5"
"792952","15.02.26 Acces","792948","69","48","0"
"792985","22.02.26 Acces","792966","69","34","16"
"793417","09.02.26 Presale","793406","69","9","31"
"793426","06.02.26 Acces","793412","75","128","2"
"793666","30.01.26 Bilet ora 20:30","793645","70","60","0"
"793728","Acces in 06.02.26","786211","40","66","44"
"794502","Categ.III","794471","40",,"40"
"794503","Categ.II","794471","50",,"199"
"794504","Categ.I","794471","60",,"119"
"795096","14.02.26 Acces","795072","60",,"0"
"795426","05.03.26 Presale","795418","50",,"87"
"795430","05.03.26 Acces","795418","80",,"4"
"795691","13.02.26 Suport Artist","795679","70",,"46"
"795766","27.02.26 Presale","795756","80","140","60"
"795770","27.02.26 Acces","795756","90","180","20"
"795969","01.03.26 Suport Artist","795920","30",,"0"
"796472","Bilet Donatie I","796454","80",,"9"
"797037","07.02.26 Presale","797025","50","9","41"
"797041","07.02.26 Acces","797025","60","238","12"
"797478","20.02.26 Presale","797432","70",,"7"
"797487","20.02.26 Acces","797432","90",,"0"
"797488","21.02.26 Presale","797463","70",,"15"
"797512","21.02.26 Acces","797463","90",,"3"
"797544","27.02.26 Presale","797502","70",,"16"
"797547","27.02.26 Acces","797502","90",,"1"
"797548","28.02.26 Presale","797517","70",,"10"
"797552","28.02.26 Acces","797517","90",,"5"
"797725","13.02.26 Presale","797714","70",,"25"
"797751","13.02.26 Acces","797714","80",,"9"
"799257","Taxa de participare","799249","129","20","0"
"799446","27.02.26 Presale","799439","50",,"10"
"799450","27.02.26 Acces","799439","60",,"33"
"799676","Categ.III","799668","100",,"62"
"799680","Categ.II","799668","130",,"76"
"799687","Categ.I","799668","150",,"61"
"799750","Acces duminica 01.02.26","799743","45",,"0"
"799859","Acces duminica 15.02.26","799839","45","100","0"
"800608","05.02.26 Acces","800600","60",,"40"
"800782","06.03.26 Earlybird","800776","59","0","30"
"800792","06.03.26 Presale","800776","69",,"2"
"800810","27.02.26 Earlybird","800784","59","23","7"
"800814","27.02.26 Presale","800784","69",,"0"
"800820","27.02.26 Acces","800784","80",,"0"
"800824","27.02.26 Elev/Student Acces 2 persoane","800784","100","30","0"
"801252","Taxă de participare - FEMEIE","801230","119","0","32"
"801265","Bilet Donatie II","796454","100",,"24"
"801272","Taxă de participare - BARBAT","801230","119","2","17"
"801939","28.02.26 Presale","801926","50","0","30"
"801944","28.02.26 Acces","801926","70","89","31"
"802052","Acces Copii duminica 01.02.26","801330","60","10","2"
"802062","Acces Adulti duminica 01.02.26","801330","35","13","2"
"802068","Acces Copii sambata 14.02.26 ora 11","801983","60","10","2"
"802069","Acces Adulti sambata 14.02.26 ora 11","801983","35","13","2"
"802075","Acces Copii sambata 07.02.26","801399","60","10","2"
"802080","Acces Adulti sambata 07.02.26","801399","35","11","4"
"802086","Acces Copii sambata 07.02.26 ora 11","801358","60","7","5"
"802090","Acces Adulti sambata 07.02.26 ora 11","801358","35","10","5"
"802100","Acces Adulti duminica 15.02.26","802010","35","13","2"
"802101","Acces Copii duminica 15.02.26","802010","60","9","3"
"802131","Acces Adulti sambata 21.02.26","802029","35","13","2"
"802132","Acces Copii sambata 21.02.26","802029","60","11","1"
"802159","Acces Copii duminica 08.02.26","801424","60","9","3"
"802160","Acces Adulti duminica 08.02.26","801424","35","12","3"
"802165","Acces Copii sambata 21.02.26 ora 11","802021","60","12","0"
"802166","Acces Adulti sambata 21.02.26 ora 11","802021","35","15","0"
"802198","Acces Copii sambata 14.02.26","801999","60","9","3"
"802199","Acces Adulti sambata 14.02.26","801999","35","10","5"
"802209","Acces Copii duminica 22.02.26","802036","60","11","1"
"802210","Acces Adulti duminica 22.02.26","802036","35","13","2"
"802252","Categ.III","802249","40",,"36"
"802267","Categ.II","802249","50",,"193"
"802275","Categ.I","802249","60",,"104"
"802468","14.02.26 Acces","802465","60","4","31"
"802691","21.02.26 Presale","802682","60","0","150"
"802694","21.02.26 Earlybird","802682","50","0","100"
"802701","21.02.26 Acces","802682","70","0","30"
"803454","29.01.26 Acces","792059","70",,"3"
"803723","22.02.26 Acces","803701","120",,"0"
"803863","04.03.26 Acces","803855","40",,"89"
"803920","28.02.26 Acces","803900","55",,"3"
"804942","20.02.26 Categoria I","804928","50",,"0"
"804943","20.02.26 Categoria II","804928","40",,"0"
"805868","06.03.26 Presale fara loc","805849","60","0","147"
"805877","06.03.26 Acces fara loc","805849","70","0","3"
"807465","07.02.26 Acces ora 17","807453","60",,"30"
"807714","02.03.26 Acces","807707","40",,"109"
"807832","Acces duminica 08.02.26","807807","45","50","0"
"807833","Acces duminica 22.02.26","807820","45","42","8"
"808316","06.03.26 Earlybird","808308","50","2","18"
"808324","06.03.26 Presale","808308","60","20","0"
"808329","06.03.26 Acces","808308","70","73","7"
"808407","07.03.26 Bilet fara loc","808390","70","58","22"
"808624","19.02.26 Presale Parter","808619","70","0","40"
"808625","19.02.26 Presale Etaj","808619","60","2","56"
"808630","19.02.26 Acces fără loc","808619","90","3","3"
"808684","28.02.26 Acces ora 10","772981","35","0","0"
"808688","28.02.26 Oferta Grup ora 10","772981","30","0","0"
"808799","14.02.26 Acces VIP","808780","95",,"0"
"808804","14.02.26 Acces","808780","80",,"0"
"809682","18.02.26 Acces","809677","80","142","8"
"809718","21.02.26 Acces","809712","50",,"2"
"810086","26.02.26 Presale","810075","70","44","36"
"810094","26.02.26 Acces","810075","80","57","3"
"810484","14.02.26 bilet promotie","810473","15","0","50"
"810485","14.02.26 acces","810473","30","197","3"
"810525","14.02.26 bilet promotie","810500","15","0","50"
"810540","14.02.26 acces","810500","30","190","10"
"810785","06.03.26 Presale","810692","49","33","7"
"810788","06.03.26 Acces","810692","60","158","2"
"810970","01.03.26 Acces","810757","100","100","0"
"811129","Categoria III","811107","40",,"9"
"811130","Categoria II","811107","50",,"52"
"811131","Categoria I","811107","60",,"49"
"811161","Acces duminica 15.02.26","811154","45","46","4"
"811191","Acces sambata 28.02.26","811183","45",,"4"
"811229","Acces sambata 14.02.26","811221","45",,"0"
"811278","Acces sambata 21.02.26","811268","45",,"0"
"812144","Bilet fără LOC","786824","180","0","16"
"812204","Earlybird - Taxă de participare - FEMEIE","812194","119","31","29"
"812217","Earlybird - Taxă de participare - BARBAT","812194","119","49","11"
"812275","21.02.26 Acces","812254","40",,"7"
"814277","28.02.26 Acces","814226","90",,"11"
"814363","15.02.26 Acces","814345","40","50","0"
"814369","15.02.26 Oferta grup","814345","35","50","0"
"814527","27.02.26 Acces","814496","50",,"2"
"814672","15.02.26 Acces","814669","60","0","3"
"814724","28.02.26 Acces ora 11:30","772981","35","0","7"
"814732","28.02.26 Oferta Grup ora 11:30","772981","30","0","0"
"815423","Acces Copii sambata 28.02.26 ora 11","815396","60","20","3"
"815424","Acces Adulti sambata 28.02.26 ora 11","815396","35","24","3"
"815425","Acces Copii sambata 28.02.26 ora 16:30","815401","60","22","1"
"815426","Acces Adulti sambata 28.02.26 ora 16:30","815401","35","25","2"
"815430","Acces Copii duminica 01.03.26 ora 11","815418","60","22","1"
"815436","Acces Adulti duminica 01.03.26 ora 11","815418","35","25","2"
"817325","20.02.26 Acces","817310","70","100","0"
"817900","07.03.26 Acces","817884","60",,"60"
"819480","Bilet Fara LOC","788545","80","20","0"
"820588","Acces duminica 22.02.26","714716","45","100","0"
"820648","21.02.26 Acces","820642","25",,"60"
"821114","28.02.26 Categoria I","821104","60","42","18"
"821115","28.02.26 Categoria II","821104","50","17","3"
"821630","Bilet Donatie acces","821619","35",,"14"
"821641","Bilet Donatie presale","821619","28",,"11"
"822115","20.02.26 Acces ora 20:00","810607","60","28","0"
"822181","06.03.26 Presale","822171","40",,"15"
"823438","21.02.26 Bilet Fara LOC","789010","90","2","28"
"824136","06.03.26 Acces","824116","25",,"10"
"825852","28.02.26 Acces","825843","25",,"52"
"826009","01.03.26 Acces","828910","40","100","0"
"826015","01.03.26 Oferta Grup","828910","35","50","0"
"827180","Acces in 05.03.26","827175","50","35","65"
"827213","27.02.26 Last minute","744984","90","80","2"
"829253","Acces duminica 01.03.26","829231","45",,"0"
"829504","07.03.26 Acces","829491","25",,"56"
"829685","06.03.26 Acces General","829677","80","97","3"
"829691","06.03.26 Acces VIP","829677","100","98","2"
"830410","Acces Copii sambata 07.03.26 ora 11","830379","60","13","10"
"830414","Acces Adulti sambata 07.03.26 ora 11","830379","35","21","6"
"830417","Acces Adulti sambata 07.03.26 ora 16:30","830400","35","27","0"
"830418","Acces Copii sambata 07.03.26 ora 16:30","830400","60","23","0"
"831522","05.03.26 Acces","831512","75",,"8"
"831677","Acces general","831612","69","120","0"
"831683","Front Row","831612","89","30","0"
"831685","Cina Trattoria Monza","831612","200","10","0"
"831738","Acces general","831692","69","120","0"
"831745","Front Row","831692","89","30","0"
"831746","Cina Trattoria Monza","831692","200","10","0"
"834841","07.03.26 Acces","738874","60","226","24"
"849423","Acces duminica 20.09.26","849420","45","50","0"
"849441","Acces duminica 03.05.26","849432","45","50","0"
"849454","Acces duminica 17.05.26","849445","45","50","0"
"849609","15.04.26 Acces","849585","70","95","5"
"849944","04.04.26 Bilet ora 18:30","849937","65","60","0"
"849968","04.04.26 Bilet ora 18:30","849960","65","60","0"
"849991","04.04.26 Bilet ora 20:30","849988","65","60","0"
"850005","19.04.26 Bilet ora 18:00","849999","65","60","0"
"850016","24.04.26 Bilet ora 20:30","849988","70","60","0"
"850060","26.04.26 Acces","850044","40","60","0"
"850061","26.04.26 Oferta grup","850044","35","60","0"
"850076","26.04.26 Bilet ora 20:00","850062","65","60","0"
"850087","03.05.26 Bilet ora 20:00","850084","65","60","0"
"850160","07.06.26 Acces ora 12:00","850154","40","90","0"
"850164","07.06.26 Acces Grup ora 12:00","850154","35","90","0"
"850165","20.06.26 Acces ora 12:00","850154","40","90","0"
"850169","20.06.26 Acces Grup ora 12:00","850154","35","90","0"
"850248","02.04.26 Acces","850243","55","0","0"
"850759","18.04.26 Acces ora 10","850754","35","58","2"
"850796","23.04.26 Acces VIP","850791","159","48","2"
"850800","23.04.26 Normal Acces (cu loc la masă)","850791","129","50","0"
"850801","23.04.26 Normal Acces (fara loc la masă)","850791","99","96","4"
"851015","Categoria V","851008","40","58","20"
"851019","Categoria IV","851008","60","104","0"
"851020","Categoria III","851008","70","104","0"
"851025","Categoria II","851008","80","100","0"
"851030","Categoria I","851008","90","115","41"
"851456","29.04.26 Presale","851450","40","197","3"
"851463","29.04.26 Acces","851450","50","200","0"
"851513","06.06.26 Super Early Bird","851505","60","546","54"
"851542","06.06.26 Early Bird","851505","75","500","0"
"851553","06.06.26 Presale","851505","80","500","0"
"851554","06.06.26 Acces","851505","90","500","0"
